"fit","lwr","upr"
90.4847346717983,89.1040405166417,91.8654288269549
84.0041577689252,82.6312008907708,85.3771146470796
76.5622524276264,75.1868963027011,77.9376085525518
78.5496220960877,77.4735546413677,79.6256895508078
71.9496327674785,70.7779581154477,73.1213074195092
65.9696788635792,64.9758644672175,66.9634932599409
63.0604447666866,62.1037421774114,64.0171473559617
61.723302373975,60.5020503874505,62.9445543604995
53.6137144772313,52.1219417098591,55.1054872446035
58.0377768668116,56.4491984323645,59.6263553012586
50.4147108801401,48.8592704390114,51.9701513212688
70.8771205210737,70.0153507382334,71.738890303914
70.0891592261003,69.2102095393972,70.9681089128034
82.5493459110688,81.5468898133444,83.5518020087932
80.3312019387077,79.556283966329,81.1061199110863
67.7691036047146,65.625278526009,69.9129286834202
64.9045177453531,63.9258927781334,65.8831427125728
55.3729757889787,53.3633389595255,57.3826126184319
59.874710265935,58.515232440474,61.234188091396
62.8118822370736,61.5464038963382,64.0773605778091
87.5826401544488,86.0713500630639,89.0939302458337
84.5716604601509,83.2245466599943,85.9187742603075
85.7131060027517,84.611526572313,86.8146854331903
80.3929956553605,79.5850182794688,81.2009730312522
77.7342451188568,76.9175784984373,78.5509117392763
87.9350808608786,86.2935791103956,89.5765826113615
79.3620345013452,78.3435690967464,80.3804999059441
63.8930997962075,62.6216940728715,65.1645055195435
63.5178071911307,62.5976582385221,64.4379561437393
60.9487882455258,59.5697802482625,62.3277962427891
65.1665274414903,63.6400944339314,66.6929604490492
57.3626106100197,55.9753478441336,58.7498733759058
76.330434582529,75.2506582320873,77.4102109329707
69.7803687130204,68.6713829574117,70.8893544686291
85.1005654551746,84.0901751930872,86.110955717262
72.2119977612055,71.37880887057,73.045186651841
90.3216720527122,88.8123392660171,91.8310048394074
87.2888505225139,86.0348423627415,88.5428586822863
85.0049158961148,83.7012709292562,86.3085608629735
83.2381708830205,82.349246108817,84.127095657224
82.9583617853842,81.6081938359461,84.3085297348224
81.1954476580557,80.1041331227984,82.2867621933131
95.0690611601105,93.650730881132,96.4873914390889
73.4889121704502,72.524382929711,74.4534414111894
69.2544171141842,68.0653677226641,70.4434665057043
62.660001631932,61.5173126786176,63.8026905852464
64.7995960273388,63.7629410772442,65.8362509774333
70.4665844105886,69.0659007025068,71.8672681186703
75.1889890399283,73.9589603779633,76.4190177018932
69.503334941387,68.3451495274647,70.6615203553093
69.8618716861623,68.7942753529588,70.9294680193658
99.9923811883282,98.4157901453374,101.568972231319
99.4962884945138,97.8484834714095,101.144093517618
68.0939505587022,66.035951506389,70.1519496110155
52.1805784036561,50.7159936292305,53.6451631780817
59.8769754185147,58.1505773754583,61.6033734615712
63.5331753884308,62.0971967195125,64.969154057349
62.6902046587577,61.5066148677552,63.8737944497603
63.268545242124,61.6702518624297,64.8668386218184
81.3609414813408,80.2715045624422,82.4503784002394
83.8697324434788,82.8141561741809,84.9253087127768
97.6541365466231,96.1229915706733,99.185281522573
96.5446258156535,95.0262975854649,98.0629540458421
92.3909454889216,91.0225755272975,93.7593154505457
89.7466856601396,88.6097060556571,90.8836652646222
85.4964782847697,84.3570732540955,86.6358833154439
81.6515884711177,80.6338078665909,82.6693690756445
79.5954180796287,78.7560669083406,80.4347692509168
68.3016614153194,67.5159294996601,69.0873933309788
73.4341254601722,72.1171721728369,74.7510787475074
73.7186429331525,72.667415685742,74.769870180563
79.5203552666362,78.4851304945078,80.5555800387646
70.3471719848524,68.8898004271056,71.8045435425993
60.9234596456634,59.4412783951398,62.4056408961871
55.8247188700494,54.3209867242055,57.3284510158933
70.1778472758016,68.4151963738024,71.9404981778007
70.0907249592863,68.8857745578034,71.2956753607692
75.1056976091788,74.0523912192648,76.1590039990927
78.9977123615773,77.8776122823531,80.1178124408015
73.6954469127016,72.3274677367426,75.0634260886606
66.8796618586723,65.7181660220238,68.0411576953209
67.3359807419189,66.4100409540444,68.2619205297934
60.9774255391655,59.8031654183856,62.1516856599455
87.0551228224266,86.0323167336778,88.0779289111753
84.6226162846632,83.6458887907569,85.5993437785695
85.2676250116457,84.2759164992434,86.259333524048
88.2833465597387,86.9800302830433,89.5866628364341
67.2246188637552,66.4160072594836,68.0332304680268
54.0759513286388,52.6983823323942,55.4535203248834
53.3049239641515,51.7924986946484,54.8173492336546
62.1888479191598,60.6667908711817,63.7109049671379
77.0953324302198,75.6130941366389,78.5775707238006
80.7223729145077,79.4151296463104,82.0296161827049
72.3776696546752,71.4979290389676,73.2574102703828
78.7386560616275,77.101155689304,80.3761564339511
73.2078814614318,72.2900559709927,74.1257069518709
68.6853486897725,67.8593849518699,69.5113124276751
79.5638273898015,78.7642634917994,80.3633912878037
78.5485785548901,77.7403106549255,79.3568464548548
69.5989845004468,68.1814022070446,71.0165667938491
73.633819247668,71.1650231669281,76.1026153284079
70.0537376505073,68.3289972070151,71.7784780939995
94.6056026973208,93.2444451274412,95.9667602672005
85.5121906038736,84.0138870407327,87.0104941670146
70.6847778617565,68.7267286757981,72.642827047715
68.8787803873036,67.1456653266872,70.61189544792
76.2641217365026,73.612258900738,78.9159845722672
78.5417942729369,76.09939019576,80.9841983501137
90.8565405129132,89.3953413942871,92.3177396315393
81.547366172497,80.224463076438,82.870269268556
65.5034450747867,64.1670553236217,66.8398348259517
67.3600877303991,66.2002970386824,68.5198784221158
72.9444274294908,70.7376483354597,75.151206523522
74.663869433654,73.2997050719226,76.0280337953853
68.624942636121,67.0204243657896,70.2294609064525
66.5059349867816,65.469198287683,67.5426716858802
66.5686061930128,65.4906217759316,67.646590610094
86.9133918658178,85.625125372518,88.2016583591176
71.2206898631551,69.1689540464203,73.2724256798898
63.55061949234,62.5662678693097,64.5349711153704
52.2894970590555,50.7515724921276,53.8274216259835
47.1837492770666,45.4131324646238,48.9543660895095
56.8191694102578,54.9420068548857,58.69633196563
59.5866725505417,58.0274757031386,61.1458693979449
77.6277576676564,76.563629608432,78.6918857268808
89.8664422076796,88.7073787923233,91.025505623036
70.5330744840202,68.7899421319624,72.276206836078
68.0064841203831,66.9607291089323,69.0522391318339
70.7537446364036,68.9865009295329,72.5209883432742
71.4493650660945,70.0815942943319,72.8171358378571
81.9106447710674,80.6593251854941,83.1619643566408
73.4985284512087,72.4198882273341,74.5771686750832
77.0747456841525,76.0236805874526,78.1258107808523
94.5750555486913,92.6794245146774,96.4706865827052
87.5501719750433,86.4355172107863,88.6648267393004
88.6767826881184,87.2073561846611,90.1462091915758
84.3927194703416,83.2743148855188,85.5111240551644
79.7356288000677,77.8205606175053,81.6506969826302
77.0676061046094,75.7336184457559,78.401593763463
56.7114723662406,55.0644933340549,58.3584513984263
54.5854911889774,53.1937857859387,55.977196592016
55.3986030136286,54.0456386483746,56.7515673788825
62.2721393499093,60.7107045496947,63.833574150124
63.5237251592916,61.8206868202575,65.2267634983257
67.7339806539091,65.8615133537264,69.6064479540919
71.7921894917658,70.7457655680956,72.838613415436
85.5331214717448,83.2487050860321,87.8175378574575
87.9312499751128,86.882828472426,88.9796714777997
71.7937552249518,69.6939771221918,73.8935333277119
60.5722405506158,59.3814553783847,61.763025722847
73.8893553052048,73.0112239183601,74.7674866920494
70.0151399543053,68.7949402758498,71.2353396327609
73.2597147755223,72.2404205487453,74.2790090022993
65.5245419942771,64.1345592813591,66.9145247071951
76.4573307096121,75.7625569378196,77.1521044814046
80.901313904317,79.9197031763078,81.8829246323261
81.9177843506105,81.1073144124334,82.7282542887876
69.5049006745731,68.5658358608827,70.4439654882634
70.0884598067066,68.529234533286,71.6476850801272
74.1468458719685,72.9221714315184,75.3715203124185
83.591311008844,82.2395280994289,84.943093918259
78.4155863894616,76.8412730748708,79.9898997040524
58.7786467014895,57.643502996635,59.9137904063441
64.4859310872956,63.0513680367456,65.9204941378456
61.8755271009205,60.9967615146617,62.7542926871793
53.5229393451349,52.0838431519854,54.9620355382844
56.4417897227859,55.2031881012658,57.6803913443061
74.1424481399772,72.3706238907418,75.9142723892127
76.5880577224609,75.2691709352412,77.9069445096806
70.9652863787865,70.2494274571295,71.6811453004435
72.3493876586253,70.77418018589,73.9245951313606
68.9962383038128,67.8214141967039,70.1710624109217
60.6279382289232,59.5718812066056,61.6839952512409
65.3693638711442,64.3273427583744,66.4113849839139
85.1649684462111,83.9774740185489,86.3524628738733
55.6129655790308,54.1270857041743,57.0988454538872
52.8295840680237,51.1827916563393,54.4763764797081
77.7220195637147,76.813843552821,78.6301955746085
51.2440451973184,49.3613621388841,53.1267282557527
75.9732520223041,74.6026688515936,77.3438351930146
61.0805587995722,59.808509542591,62.3526080565535
62.8003449255393,61.6928298824435,63.9078599686351
72.628153215064,71.9188169213956,73.3374895087324
73.1450442035813,72.1690248430013,74.1210635641613
84.0525043190539,83.0644534180642,85.0405552200435
73.8919645795884,72.5708223953307,75.213106763846
93.5297817571387,92.1043429010118,94.9552206132657
77.2098704289926,76.2938261552913,78.1259147026938
75.9184653120261,74.7701432721708,77.0667873518813
68.2897799819813,67.4721146053113,69.1074453586512
77.2910292803305,76.3421598813306,78.2398986793305
64.6131713361825,63.6646330622808,65.5617096100843
62.7020860920959,61.6554471393682,63.7487250448236
45.2169663546726,43.7213074523409,46.7126252570043
51.5784861293994,49.1323789871121,54.0245932716867
51.2787785293036,49.8354452427695,52.7221118158377
43.1595743518015,41.1676821476993,45.1514665559036
46.483920361355,44.7514586671779,48.2163820555321
61.8449799522909,60.6540600149749,63.0358998896069
68.7226912961413,67.6866563016257,69.7587262906569
77.3357230148781,76.2893909058527,78.3820551239034
60.4389042633834,59.2410519411584,61.6367565856084
59.4723461004046,58.100311955164,60.8443802456451
52.6573059627854,51.3038993597268,54.010712565844
66.3542436276105,65.1190928173032,67.5893944379179
78.7346591242425,77.6167689239854,79.8525493244996
59.303898880932,57.8099470401556,60.7978507217085
55.9332599251939,54.0722057603173,57.7943140900704
66.7757836818555,64.8258374087687,68.7257299549424
78.7310063086613,77.1031937080442,80.3588189092785
90.7343407426089,89.245237408072,92.2234440771457
90.9637273835073,89.2707941043099,92.6566606627047
64.5018094580188,63.5086751220303,65.4949437940073
74.9856304182859,73.3091317401663,76.6621290964056
83.4149792934183,82.0241258060422,84.8058327807944
71.6244416916869,69.8892868668882,73.3595965164857
51.9283175614456,49.9512677752036,53.9053673476876
51.1941329140037,49.0927867835157,53.2954790444917
57.8854195666979,56.6181478957936,59.1526912376021
62.9986510500337,62.0342193901236,63.9630827099438
81.4714258699263,80.0100506533842,82.9328010864683
94.1955432818078,92.738167284118,95.6529192794976
72.1852814983417,71.2761751172101,73.0943878794733
57.362399061384,55.5097120930721,59.215086029696
53.6484478092165,52.4153943510433,54.8815012673897
46.6014117563153,45.152189681334,48.0506338312966
47.6922455962076,45.8201310462937,49.5643601461216
52.5385929564429,51.2822879596137,53.7948979532721
65.4079615673462,63.8977554981204,66.918167636572
77.036714834176,75.58606986419,78.4873598041619
73.2864310383862,72.3363834831186,74.2364785936537
82.9452587406639,82.0006522620779,83.8898652192499
62.2047717868994,60.7670892750854,63.6424542987134
97.2955998018479,95.4116074487432,99.1795921549526
98.2338647929909,96.744688793881,99.7230407921007
59.2710865797227,58.039707440692,60.5024657187534
63.4427443781382,62.3477057936601,64.5377829626163
51.2742482241442,49.774829743556,52.7736667047323
72.8276809509406,71.7398954083104,73.9154664935707
63.630212610492,62.4622465901824,64.7981786308016
71.8428011944742,70.9545572382579,72.7310451506906
82.4878963162198,81.522741986133,83.4530506463066
72.2554698843708,71.0173854969738,73.4935542717679
85.3159715617744,84.2588154071425,86.3731277164063
80.5176266298639,79.6011370111614,81.4341162485664
80.4848143286546,79.1346506328528,81.8349780244563
90.9762970604532,89.8123958224201,92.1401982984863
73.5104098845468,72.1443187025218,74.8765010665719
93.2237665700618,91.8320393342879,94.6154938058357
